,author,rating,title,content,date,verified,image_url,Actual_Label,sentiment,Adjacent_Words,Positive_Count,Negative_Count
125,Malcolm Hein,4.0,Great DSLR for the price,"
Beginner or pro (I'm in-between), this is a great little camera. Too may bells and whistles for me: I keep it on Manual 99% of the time. But the auto features I've used work just fine. Great price for sturdy camera. And you get two lenses of pretty good optics.
","Reviewed in the United States on January 22, 2023",Verified Purchase,,1,0.46319444444444446,"great, little, sturdy, optics, camera, great, sturdy",4,0
137,Evelyn R. Coulter,4.0,Great for beginners,"
Still learning, but I took it on vacation. Pictures came out great.
","Reviewed in the United States on January 21, 2023",Verified Purchase,,1,0.8,,0,0
210,Javadude54,2.0,Can't see anything on the LCD screen when recording video in bright sunlight,"
I was looking for a camera to use in the outdoors for both stills and video but when recording video you can only monitor it on the LCD screen and the eyepiece is disabled so it is pretty much useless during a sunny day to record video. I knew it was a bad omen when the UPS driver got rude with me when I asked him why he wasn't wearing a mask. I really wish I had not purchased this camera and waited until I could afford a better one. If you don't plan on recording video outdoors maybe this isn't a big deal for you but any enthusiasm I had for this camera is gone and I will probably replace it as soon as I can and give this one away. It seemed like a sweet deal but it was too good to be true.
","Reviewed in the United States on January 21, 2021",Verified Purchase,,0,0.05416666666666666,,0,0
50,Juan Carlos Pertuz,5.0,Just what i wanted,"
I ordered for my stepdaughter’s Christmas gift and was awesome
","Reviewed in the United States on January 2, 2024",Verified Purchase,,1,1.0,,0,0
261,Fearless,1.0,LCD Does Not Power On,"
Camera didn't work out of the box.  LCD does not display in spite of all efforts.
","Reviewed in the United States on January 18, 2023",Verified Purchase,,0,0.0,,0,0
266,Paul Nixon,1.0,A powershot sx530 beats this hands down on getting a picture in focus,"
Poor auto focus capability
","Reviewed in the United States on January 17, 2023",Verified Purchase,,0,-0.4,,0,0
129,William M.,4.0,Not touch screen,"
All was well with the order, except that seller could not ship to some addresses. This is difficult for buyers in overseas US territories. Also, I got charged taxes and fees and I had to pay them when the product arrived.
","Reviewed in the United States on January 17, 2023",Verified Purchase,,1,-0.5,,0,0
176,Penny,3.0,Noisy,"
The camera takes excellent photos but the noisy shutter is aggravating to say the least
","Reviewed in the United States on January 16, 2024",Verified Purchase,,0,0.35,excellent,1,0
222,Samim Roman,1.0,Product quality is awful,"
I purchased this camera for Christmas and new year ever, unfortunately the quality of picture were low comparing to my iPhone. During standby it keeps making click/shutter nose. Hence, I returned the product. However I was charged restocking fee, after contacting Amazon support. The reseller message that charger is missing, which is wrong accusation and unethical claim by reseller.
","Reviewed in the United States on January 15, 2024",Verified Purchase,,0,-0.21272727272727274,"christmas, year",0,0
24,Amy,5.0,Cheeessseee!,"
I’m always the one behind the camera and when my camera broke and my granddaughter was due at the beginning of Dec, my husband said get it for your birthday. I haven’t picked one out in years. Oh my goodness! Winner! I love the things this camera can do! Battery lasts sooo long!
","Reviewed in the United States on January 13, 2024",Verified Purchase,,1,-0.008203125000000006,,0,0
201,Javi,2.0,"Great beginner camera, but came with some particles in the Viewfinder...","
The camera itself is great, but I'm beginning to doubt they were stored in a great environment. There are two particles in the Viewfinder, that kind of look like bugs.The camera still works and those things don't show in the pictures or on the screen, only when viewing through the Viewfinder. I was unable to clean them through the exterior, so it looks like they are inside the Viewfinder.I contacted customer service for Canon, and there was nothing they could do besides offer to service. This is a terrible experience, as I got the camera new, and proceeded to travel to Costa Rica. It will get the job done, but just more annoyingly when viewing through the Viewfinder.I'd recommend to get this camera, but either not through Amazon, or power it on and work it before deciding to keep it.
","Reviewed in the United States on January 13, 2023",Verified Purchase,https://m.media-amazon.com/images/I/51Aud9nqY5L._SY88.jpg,0,0.0903030303030303,"new, environment, camera",0,0
215,Michael Kensinger,2.0,Charger doesn’t fully charge battery,"
This camera would be okay if it wasn’t for the fact that my battery is never sufficiently charged. Be it a battery issue, or a charger issue, it is not good when I’m outdoors trying to photography wildlife and the battery drops so quickly.  I will say, the photo quality isn’t terrible, but be aware this camera is very loud.
","Reviewed in the United States on January 12, 2022",Verified Purchase,,0,-0.02277777777777777,aware,0,0
35,Leesa B,5.0,Great camera,"
Got this for my daughter for Christmas and she says it's a great starter camera and takes great pictures.  This also came with a few extras which was really nice.  Highly recommended.
","Reviewed in the United States on January 11, 2024",Verified Purchase,,1,0.43200000000000005,"great, starter, camera, pictures",1,0
269,Tom S,1.0,Memory Card Not Included,"
For +$400 you could have included a memory card.  Very disappointed.
","Reviewed in the United States on January 11, 2022",Verified Purchase,,0,-0.9750000000000001,,0,0
42,Jeff in STL,5.0,Great camera,"
This is my second one. I have an earlier version of this camera. Bought this updated version for my son. He couldn’t be happier with it. Nice quality for the money.
","Reviewed in the United States on January 1, 2024",Verified Purchase,,1,0.19999999999999998,,0,0
114,Shutterbug,4.0,Good Price for the kit. Auto Focus is a little finicky,"
I am a long time Pentax user, but when my K50 started acting up, I started looking for something else. This seemed like such a good deal with the 2 lenses, and I've had some experience with Canon in the past. I've been using the T7 for about 3 months now and I am still getting used to it. I find I am using more of the manual settings and getting better results. The auto focus is a little finicky sometimes. I shoot a lot of nature photography and when trying to focus on a bird in the trees it has trouble focusing on the bird and not the branches around it. Overall, I am happy with the results, but I still plan on getting my Pentax fixed.Pros: fairly easy to use, lightweight, great value for the money, good picture quality.Cons:  autofocus can be a little finicky.
","Reviewed in the United States on February 9, 2023",Verified Purchase,https://m.media-amazon.com/images/I/61+SjR5W9PL._SY88.jpg,1,0.23722222222222225,"deal, money, picture, quality.cons, lightweight, value, long",0,0
27,Paul Bonilla L,5.0,,"
Toma fotos de excelente calidad y es fácil de utilizar
","Reviewed in the United States on February 8, 2024",Verified Purchase,,1,0.0,,0,0
178,TWA,3.0,No Continuous Video Shooting,"
This camera takes great pictures and videos, but what everyone needs to be aware of is that, in video mode, it does NOT record longer than 10 - 12 minutes, at which time recording automatically STOPS with no explanation. The only explanation I could find on the Internet was that, even with the highest quality 64Gb SD card, it records only 11 minute files and stops automatically; it does NOT initiate successive 11 minute files automatically. It just stops, and you have to hit the record button to continue recording EACH TIME. There is apparently no fix, firmware update or work around. So don't expect that you can just set it up on a tripod at your child's birthday party, hit RECORD, and forget it. You're going to have to check it every 10-12 minutes and hit RECORD again, and again, and again. Other than that, it's a fine camera.
","Reviewed in the United States on February 7, 2023",Verified Purchase,,0,0.18809523809523812,"great, fine, camera, pictures, highest",2,0
31,Joseph A. Deni,5.0,Nice camera,"
Received finally
","Reviewed in the United States on February 6, 2024",Verified Purchase,,1,0.0,,0,0
102,poetalibre,4.0,Good Quality for the price,"
Very good camera for beginners, good image quality, I recommend purchasing this camera with complete confidence.
","Reviewed in the United States on February 6, 2024",Verified Purchase,https://m.media-amazon.com/images/I/71Fmyvx2inL._SY88.jpg,1,0.57,"good, complete, camera, beginners, image, quality, good",2,0
167,Samantha,4.0,"A ""beginner"" camera with professional results","
I would recommend investing in a new lens when purchasing this camera. Kit lens' aren't always the best. These photos were taken with the Canon 50mm f/1.8 lens. I am wowed by the results every time I use my camera :)
","Reviewed in the United States on February 6, 2022",Not Verified,https://m.media-amazon.com/images/I/51hf2J28o7L._SY88.jpg,1,0.5454545454545454,"lens, new",0,0
163,Alicia Trimble,4.0,Good quality,"
It’s takes a great picture but I gave it 4 stars cause it still can’t get a clear pic of Bigfoot
","Reviewed in the United States on February 3, 2024",Not Verified,,1,0.45,picture,0,0
21,eva,5.0,,"
La cámara llego en perfectas condiciones. La tarjeta que incluyo no me funciono y le escribí al vendedor y recibí respuesta inmediata. Inclusive, al final termino enviándome una tarjeta nueva🙌🏻🫶🏻 feliz y agradecida!!!
","Reviewed in the United States on February 3, 2024",Verified Purchase,https://m.media-amazon.com/images/I/71p3cf5jLZL._SY88.jpg,1,0.0,,0,0
6,Kindle Customer,5.0,Good Camera Package,"
It was a good set. Everything came in perfect condition. The only issue is that the regular lens only go up for 50. And the camera only comes with one battery. You'll need to buy extra batteries cause it doesn't last 24 hours. Specs were great, and the camera quality depends on your skills. Its a very good starter camera.
","Reviewed in the United States on February 29, 2024",Verified Purchase,,1,0.341,"good, set, starter, camera, specs",1,0
227,provide size please,1.0,ITEM IS NOYT WORTH THE MONEY. COULD NOT GET IT TO WORK. STILL WAITIG ON MY REFUND.,"
COULD NOT GET THE ITEM TO WORK. SENT IT BACK TO THE SELLER AND STILL (WEEKS AFTER) NO REFUND.
","Reviewed in the United States on February 28, 2024",Verified Purchase,,0,0.0,,0,0
18,Christina,5.0,Amazing!,"
This is my first camera and so far I love it!
","Reviewed in the United States on February 28, 2024",Verified Purchase,,1,0.325,first,0,0
164,Eric B.,4.0,Solid camera,"
This is a solid camera for the price. I'm just getting into cameras and I wanted something that's better than my phone (iPhone 13 mini) for a reasonable price. This hit the mark. I will say, for close-up shots with good light, my phone is better. That's the only reason I'm not giving 5 stars.  However, this camera blows my phone away if there is any kind of distance between me and the target. I do mostly landscape shots, and this camera has been solid. I highly recommend getting the bundle with the longer lens.
","Reviewed in the United States on February 28, 2023",Not Verified,https://m.media-amazon.com/images/I/81JZHmUA7xL._SY88.jpg,1,0.32363636363636367,"solid, shots, light, iphone, reasonable, longer",2,0
150,Julio Mares,4.0,"If I were you, I'd save my money for a better model.","
Easy to use. Focus ain't too great, So you gotta use the manual version.Lens that it comes with definitely ain't for long distances, And the picture quality isn't the best. This is sort of good if you need it for family gatherings and so on, Better than a phone's normal camera. But, If you want to be a photographer, I'd look into higher end stuff and save your money. It's not much better than the Powershot. Video quality is pretty good though!
","Reviewed in the United States on February 28, 2020",Verified Purchase,,1,0.38819444444444445,"normal, sort, normal",0,0
127,Rachel McElmurry,4.0,Good Starter Camera for Beginners,"




                    The media could not be loaded.
                



Good starter camera for beginners. A little hard to understand at first, but after learning a bit it’s pretty easy to navigate. We are still trying to learn more about the auto-flash and other settings but the quality is pretty good and overall we are happy with the purchase.
","Reviewed in the United States on February 26, 2023",Verified Purchase,https://m.media-amazon.com/images/I/718eKHL6k4L._SY88.jpg,1,0.2732638888888889,good,1,0
14,Ahsan,5.0,Great photo camera,"
The photos on this camera are amazing, so if you’re looking for a camera to take good pictures in, this is the one. I wouldn’t really recommend it for making videos.
","Reviewed in the United States on February 25, 2024",Verified Purchase,,1,0.5,"amazing, pictures",1,0
100,Tim Louks,4.0,As advertised,"
Like the image quality and works as expected
","Reviewed in the United States on February 25, 2024",Verified Purchase,,1,-0.1,,0,0
15,Becky Krupa,5.0,Becky K,"
Bought this camera for my son. Camera came just as described.  Takes beautiful pictures. My son was very happy.
","Reviewed in the United States on February 25, 2024",Verified Purchase,,1,0.925,,0,0
20,Me,5.0,Great,"
Just what I wanted
","Reviewed in the United States on February 25, 2024",Verified Purchase,,1,0.0,,0,0
198,David,3.0,Not that good,"
Not that good of a camera but great for beginners.
","Reviewed in the United States on February 25, 2021",Verified Purchase,,0,0.75,"great, camera, beginners",1,0
212,Amazon Customer,2.0,Cannot connect an external microphone and can only record 11 minute videos,"
I discovered after receiving the camera that you can not connect an external microphone.Also, I have learned from another reviewer that the camera will not record videos longer than about 11 minutes. For these 2 reasons, I will have to return the camera.
","Reviewed in the United States on February 23, 2023",Verified Purchase,,0,0.0,,0,0
143,Toby Archer,4.0,Beginner Camera,"
A great beginning camera for hobbyists. It has enough for those starting out into photography and is a solid camera but not a much a room for growth with this camera. Definitely made for those who do not know anything about cameras. It is a solid 4 star camera.
","Reviewed in the United States on February 21, 2022",Verified Purchase,,1,0.1,"great, solid, beginning, camera",2,0
237,I💜bookkeeping,1.0,Camera doesn't work after 50 pics.,"
Update: Contacted Canon directly, Customer Service was very good. Will be sending camera for repair at their expense.Camera was delivered January 5th. I've only taken approximately 50-75 photos with it. I flew to Florida for a photo safari and now the camera does not work. Not happy at all.
","Reviewed in the United States on February 18, 2023",Verified Purchase,,0,0.041999999999999996,,0,0
213,Anne M.,2.0,Unhappy,"
The lens is not what I expected, I thought they’d be stronger.  There are NO INSTRUCTIONS!!!!  This camera is a lot more difficult to understand than my little SURESHOT.  My little camera takes better pictures than the Canin EOS 7
","Reviewed in the United States on February 18, 2023",Verified Purchase,,0,-0.019856770833333332,"little, better",1,0
174,Veejay,3.0,Delayed refund,"
While the camera didn’t fit my needs. I don’t have anything bad to say about it.. I returned it, and that’s where my issue comes in… It’s been next to impossible to get a response let alone a refund.. keep that in mind
","Reviewed in the United States on February 17, 2024",Verified Purchase,,0,-0.2416666666666666,,0,0
22,Waris Assar,5.0,The Best Beginner Camera,"
This camera has some amazing potential and helped me start my photography. It's an excellent start and I would recommend it to anyone is wants to try photography. I'll attach some of my best photos with my camera.
","Reviewed in the United States on February 17, 2024",Verified Purchase,https://m.media-amazon.com/images/I/51-x3trq2eL._SY88.jpg,1,0.5599999999999999,,0,0
262,Margaret Beede,1.0,Worst,"
Have not taken one clear picture. Will return!
","Reviewed in the United States on February 15, 2023",Verified Purchase,,0,0.12500000000000003,,0,0
25,Alyssa luce,5.0,amazing pictures,"
takes amazing pictures!! love it so much
","Reviewed in the United States on February 13, 2024",Verified Purchase,https://m.media-amazon.com/images/I/71NoS4R6ceL._SY88.jpg,1,0.5458333333333333,,0,0
160,Tyler Butkiewicz,4.0,Honest Review,"
Great product! Wish it wasn’t as close to the price of its older brother but great to start out with
","Reviewed in the United States on February 13, 2020",Verified Purchase,,1,0.6555555555555556,brother,0,0
23,Douglas J. Nowak,5.0,Great camera,"
Really easy to set and use. Takes beautiful pictures.
","Reviewed in the United States on February 11, 2024",Verified Purchase,,1,0.6416666666666666,,0,0
264,keith jones,1.0,waist of money,"
For what I spent there is NO zoom lens ,I bought a cannon years ago for 250 $ that did twice as much as this one and I never had to buy a expensive zoom lens
","Reviewed in the United States on February 10, 2021",Verified Purchase,,0,-0.13333333333333333,expensive,0,1
257,Nomme de Plume,1.0,Better off with a normal camera,"
All I wanted was a camera that would shoot action and I could zoom easily. This camera takes so long to auto focus it misses all the shots and the zoom even with the long lense is less than my phone! Canon should be ashamed of themselves for selling this piece of junk
","Reviewed in the United States on February 10, 2020",Verified Purchase,,0,0.045000000000000005,,0,0
183,Gregorio,3.0,Take your money elsewhere,"
It’s by no means a bad camera, but you can get way more bang for your buck for the $600 asking price. I ended up getting a refurbished $600 Canon EOS RP, which is both full-frame, mirrorless, and 26.2 megapixels. The obvious downside of the refurbished one is that it is the body/charger/battery only and no lenses, but honestly the kit lenses that come with the Rebel T7 aren’t really the best to begin with, so i’d just recommend getting the EOS RP and saving ur money for better glass
","Reviewed in the United States on December 7, 2022",Verified Purchase,,0,0.2625,bad,0,1
109,Nick,4.0,"Camera was ok, return process was terrible.","
28 days into the refund process. They project it will be issued on Dec 15th. Atrocious.
","Reviewed in the United States on December 5, 2023",Verified Purchase,,1,-0.7,,0,0
258,Alexis Brittany,1.0,RECIEVED BROKEN CAMERA,"
The camera will not turn on. Charged battery and all - nothing. It’s just completely not working. I am so upset
","Reviewed in the United States on December 5, 2022",Verified Purchase,,0,-0.05,,0,0
159,Oscar,4.0,,"
Me encanta, soy principiante en esto de la fotografía y estoy emocionado con esta cámara.
","Reviewed in the United States on December 5, 2020",Verified Purchase,https://images-na.ssl-images-amazon.com/images/I/71aJerpeBVL._SY88.jpg,1,0.0,,0,0
46,Robin Gallant,5.0,Great camera,"
Grand daughter picked it out for Christmas and she loves it!!
","Reviewed in the United States on December 31, 2023",Verified Purchase,,1,0.78125,,0,0
138,Michael R.,4.0,Great photo clarity!,"
Great photo quality and clarity! Decently priced. Would not say beginner safe. But we’ll worth the price!
","Reviewed in the United States on December 31, 2022",Verified Purchase,,1,0.5104166666666667,,0,0
38,Lorenzo,5.0,Excellent,"
The camera works perfectly. Was bought as a gift for my wife and she absolutely loves it. The features and capabilities of the unit are second to and the photo quality is exceptional.
","Reviewed in the United States on December 30, 2023",Verified Purchase,,1,0.4666666666666667,exceptional,1,0
278,Nachtjager,1.0,"DO NOT BUY THIS CAMERA, BUY A T6 WHILE YOU CAN!","
DO NOT BUY THIS CAMERA!  BUY A T6 WHILE YOU STILL CAN!  Canon purposely built the new T7 without the center sensor in the hot shoe up top so it WILL NOT WORK WITH ANY AFTERMARKET ACCESSORIES!  Without that center pin, you can only use expensive Canon accessories with this camera.The T6 has the exact same Digic 4+ processor as this camera and the exact same features across the board except for an 18 megapixel sensor instead of the 24 megapixel sensor in the T7.  Will you ever notice that difference?  Having shot professionally and as a hobbyist for more than 35 years, no, not unless you're making prints intended for billboards.You might not think it's a big deal, but trust me, you will want to add a speedlight to this camera some day, and then you'll be confined to having to buy a $300 Canon flash instead of any $40 aftermarket flash which works just as well.  The same holds true for flash triggers, strobe remotes, everything.  Canon is really screwing people with this camera, and I've been a faithful Canon user all my life and always will be, but, DO NOT buy this one, you will regret it.  Buy a T6 instead.
","Reviewed in the United States on December 30, 2019",Not Verified,,0,0.11537433155080212,"expensive, flash, faithful, t7",1,1
49,TSD,5.0,Takes great pictures.,"
Ease of use once you learn settings. We took over 1000 pictures in Alaska. All are good.
","Reviewed in the United States on December 29, 2023",Verified Purchase,,1,0.7,,0,0
242,Kriss,1.0,doesn't include a memory card,"
there's no memory card
","Reviewed in the United States on December 29, 2023",Verified Purchase,,0,0.0,,0,0
104,Brian R Bailey,4.0,A lot to learn,"
Wanted a camera with a foot lens and it fits that bill. I use an Iphone for up close. There is a lot to learn if you have not used this type of camera before. Watching a lot of YouTube videos.
","Reviewed in the United States on December 29, 2023",Verified Purchase,,1,0.0,,0,0
54,omar Geovanni garcia,5.0,,"
muy buen producto cumplio con todas mis expectativas
","Reviewed in the United States on December 27, 2023",Verified Purchase,,1,0.0,,0,0
148,Ignacia Najera,4.0,I take pictures multiple times they don’t save,"
Probably it’s me but I get frustrated I press the picture button and check for picture and it’s not there even the flash blinks into the person and have to retake multiple times
","Reviewed in the United States on December 25, 2021",Verified Purchase,,1,-0.35,,0,0
30,High Expectations,5.0,Good entry level camera - better than the one on your phone,"
The five star review is based on rating this camera for what it is, an entry level  camera for someone who would like to get into amateur photography and not spend a fortune doing it.  The quality of the photos is better than any camera phone I have used, but is not going to match the quality of full frame or more expensive cameras with higher dynamic range, more features, more focus points, etc.  And it shouldn't considering the cost difference.  It's a great starter camera at a reasonable price
","Reviewed in the United States on December 24, 2023",Verified Purchase,,1,0.25909090909090915,"great, starter, camera, full, amateur, reasonable",2,0
190,This dictionary is not for taiwaness use,3.0,Why don’t I get the memory card?,"
I think memory card always possible for any camera product even if that camera doesn’t detail for this product.
","Reviewed in the United States on December 24, 2022",Verified Purchase,,0,0.0,"memory, possible",0,0
57,Aún no he recibido el artículo.,5.0,,"
El articulo es tal cual lo describen. Es un producto excelente.
","Reviewed in the United States on December 21, 2023",Verified Purchase,,1,0.0,,0,0
194,Picture taker. ,3.0,This camera was about the same as the one had purchase a year ago or less,"
I wanted a wide-angle lens camera.  I guess I didn't get that with the T7.But the camera was o.k., but I need a difference camera or better lens.
","Reviewed in the United States on December 20, 2021",Verified Purchase,,0,0.5,"wide-angle, o.k., better, wide-angle, better",2,0
52,Mildred Guerrero de Sánchez,5.0,Complete camera,"




                    The media could not be loaded.
                



Exactly what I expected. I haven't used it yet, however, I wanted to post the video to show you guys that it has the pin for the flash accessory. And I like that the battery charger doesn't need a cable.
","Reviewed in the United States on December 2, 2023",Verified Purchase,https://m.media-amazon.com/images/I/61yqTx4v1vL._SY88.jpg,1,0.075,,0,0
103,Aaron,4.0,Nice camera,"
The product came as described and it works well from what I can tell. However I noticed the camera was previously paired to someone else’s phone. So it seems I was sold a returned camera which isn’t something I’m sitting well with as these things tend to be fragile. But I hope it works out.
","Reviewed in the United States on December 16, 2023",Verified Purchase,,1,-0.08333333333333333,,0,0
158,Amazon Customer,4.0,Great Camera!!,"
This camera takes great pictures but is a bit too bulky for every day use.
","Reviewed in the United States on December 14, 2020",Verified Purchase,,1,0.8,"great, camera, pictures",1,0
241,Beau Carr,1.0,Flash Hotshoe Crippled - Only Works With Canon Flash,"
Great upgrade to the T6 except they crippled the flash shoe by removing the universal hotshoe pin pin. (Non iso compliant) It will not work with non Canon flash or manual triggers. Canon and Amazon tech were unable to provide a solution to fire remote flashes except for optical trigger which doesn’t work when the camera body is enclosed in a photo booth head and the build in flash cannot be used. Canon said this is a stripped down version and doesn’t expect the user to require remote flash. Other than that this is a great low cost entry level DSLR camera.
","Reviewed in the United States on August 9, 2019",Verified Purchase,,0,0.06882716049382716,"cost, non",0,0
121,William Holton,4.0,Great picture,"
Love the camera for pictures but the video is bad.  Cans focus. Iuse another camera for video
","Reviewed in the United States on August 6, 2023",Verified Purchase,,1,-0.09999999999999992,,0,0
118,William Powell,4.0,Great product!,"
We are traveling to the western mountains and can’t wait to use the new camera to photograph wildlife. Cannon is a great product.
","Reviewed in the United States on August 5, 2023",Verified Purchase,,1,0.31212121212121213,"new, product, camera",0,0
99,Cil,5.0,Was looking for great camera to uses on our adventures,"
The camera was more then we expected It going to take awsome pictures
","Reviewed in the United States on August 31, 2023",Verified Purchase,,1,0.2,,0,0
44,Samuel bryant,5.0,My first but not my last,"
This is my first DSLR camera and man oh man was I blown away. The packaging reminded me of opening a new sega genesis on Christmas morning. The camera is compact but has so many features packed into that small frame. I love taking pictures of nature and scenery, I live a few blocks from the beach so I’ve just walked there and taken pictures of the ocean and surrounding area. This camera is fun and easy to use once you get the hang of it. I’d definitely recommend it to a friend and at this price point for the set it’s a great gift for that future photographer.
","Reviewed in the United States on August 29, 2023",Verified Purchase,,1,0.21717171717171715,"first, compact, fun, gift, genesis",2,0
272,Yabo,1.0,Return,"
I already dropped off this item to be returned and it’s not showing that I did.
","Reviewed in the United States on August 29, 2021",Verified Purchase,,0,0.0,,0,0
162,LowGMan,4.0,Great for starting.,"
Nice entry level DSLR.
","Reviewed in the United States on August 29, 2020",Verified Purchase,,1,0.6,,0,0
267,Amazon Customer,1.0,Rip off,"
Camera didn’t have abilities that were advertised, so it was returned and the seller has claimed not to receive the item.
","Reviewed in the United States on August 28, 2021",Verified Purchase,,0,0.0,,0,0
235,Keith,1.0,None of the cannon branded lenses work,"
None of the cannon branded lenses work for this camera. I have spend 300 dollars on lenses from Cannon, that are supposed to work with this camera, but do not.
","Reviewed in the United States on August 27, 2023",Verified Purchase,,0,0.0,,0,0
75,Denise Callard,5.0,Very good camera for Birding,"
I’ve enjoyed learning with this t7. Gradually I became better with responding quickly when I saw a Raptor hunting, or a Bobcat on the prowl. It takes good photos. Note* It does not like getting wet!
","Reviewed in the United States on August 25, 2023",Verified Purchase,,1,0.38166666666666665,photos,0,0
108,Kindle Customer,4.0,Great Camera For Beginners,"
I have always been a fan of Canon Cameras, and this would be a great camera for someone just starting into the world of photography. For the price, this is a great kit. I would only recommend this kit for someone who has no interest in posting photos or videos on anything other than social media. The photos on this camera are acceptable, but not as good as some of its higher level cameras. The video function on this camera is useable, but I quickly grew out of it. The lack of microphone input and headphone port is disappointing.I would recommend this to anyone looking to get into the world of photography who does not need this camera for anything in sales or publication.
","Reviewed in the United States on August 23, 2023",Verified Purchase,,1,0.31018518518518523,"great, acceptable, useable, camera, kit",2,0
251,Bram Cohen,1.0,Drivers are flaky and unacceptable,"
The drivers for this on MacOS are proprietary and flaky and unreliable and completely unacceptable
","Reviewed in the United States on August 23, 2023",Verified Purchase,,0,0.1,,0,0
147,Michael,4.0,Provided lense is just OK.,"
Automatic mode does not do well in shaded areas. Landscape shots are difficult to achieve with provided lens’s, however, It is possible with lots of minor adjustments, time consuming in manual mode. I would recommend manual mode for beginners.
","Reviewed in the United States on August 23, 2022",Verified Purchase,https://m.media-amazon.com/images/I/91XkID9n49L._SY88.jpg,1,-0.18333333333333335,"provided, ’",0,0
93,Thomas Dukart,5.0,A perfect camera.,"
I am a beginner and this camera makes it so easy, plus I got stunning pictures to back it. Highly recommend
","Reviewed in the United States on August 22, 2023",Verified Purchase,,1,0.2733333333333333,,0,0
95,Lena padilla,5.0,Great little camera,"
It is a wonderful little camera  it takes gorgeous pictures and so easy to operate! Best little camera is fantastic for beginners like me!!!!😄
","Reviewed in the United States on August 21, 2023",Verified Purchase,,1,0.4666666666666667,"wonderful, little, little, fantastic",2,0
39,Jake murray,5.0,There’s a reason it’s said to be the best selling camera in the world,"
The good- usually priced around $500 always seems that between cannon, Walmart, Amazon, or Best Buy you can usually find a sale I bought mine for 399.00- automatic modes are really good and there’s no fluff in using them but the manual modes are easy to learn just watch a YouTube tutorial and maybe keep a cheat sheet in your pocket or bag til you remember what does what and for which circumstance.- light weight- quality is unmatched in the price rangeCons - the shoulder strap is small and kind of sucks I prefer an aftermarket one or a lanyard style  one similar to the ones that came on the Wii remote this way it’s attached but still have tons of mobilityHint:If your not not a big fan of huge camera bags and end up holding your camera a lot just get a small cross body or shoulder bag works great for an extra lens or two and a few batteries maybe a cleaning cloth and whatever else you need
","Reviewed in the United States on August 21, 2023",Verified Purchase,https://m.media-amazon.com/images/I/61+J8L+Sf1L._SY88.jpg,1,0.17416666666666666,"huge, bag, weight-, modes, extra",0,0
208,Bob Watts,2.0,Not user friendly,"
I want a camera that is flexible, but not complicated.I'm not interested in a point & shoot, but there should be a mode that is basically that.I have a very difficult time getting the focus right. It's VERY rarely ""just right"", I've tried auto focus & manual. Same with the color. My cell phone should not take better pictures that a DLSR camera that I spent hundreds of dollars on.For years I had only Nikon equipment. I wish I had spent the extra & stayed with what I knew.
","Reviewed in the United States on August 21, 2022",Verified Purchase,,0,0.04422077922077922,difficult,0,1
60,Adam H.,5.0,Great Budget DSLR Camera for Beginners,"
I recently got into photography and have been using this for the past couple months. I love the fact that it’s easy to use, comes with a decent lens (unless you want a lens hood), and there’s a lot of content on YouTube teaching you how to use it out of the box. I wish the video was able to record 1080p60 instead of only up to 1080p30/720p60. It’s hard to grasp everything out of the box for a beginner, but after a YouTube video or two, it’s easy and fun to use. Excellent camera.
","Reviewed in the United States on August 20, 2023",Verified Purchase,,1,0.25378787878787884,"excellent, fun, decent, hood",3,0
225,Kirah F.,1.0,Video NOT compatible with iPhone,"
I was so excited to get this camera to take videos and pictures of my sons football games only to find out the video file isn’t compatible with iPhone so I can’t even download them to my phone. I am FURIOUS after spending hundreds of dollars and now I stuck with a camera that won’t even do what I bought it for. Canon needs to let people know this ahead of time. Ridiculous!
","Reviewed in the United States on August 20, 2023",Verified Purchase,https://m.media-amazon.com/images/I/61G0KfscugL._SY88.jpg,0,-0.013888888888888876,ridiculous,0,1
90,KONEREVIEWS,5.0,Perfect choise,"
If you love taking pictures any camera serves their purpose but if you love quality this camera is just what you need as a beginer, it has all the features you expect from a professional camera.
","Reviewed in the United States on August 2, 2023",Verified Purchase,,1,0.3666666666666667,professional,0,0
96,Coffees,5.0,5+ stars!!!,"
Just started taking photos as a hobby! This camera is amazing!!! Easy to use, battery has a long time, and the pictures are amazing!!!!
","Reviewed in the United States on August 19, 2023",Verified Purchase,,1,0.5958333333333333,"amazing, long",1,0
145,Jett Sullivan,4.0,"USB Cord,","
Great camera, easy to use. I wish it came with USB  cords or used universal. I had to order a cord separately, it only connects to my laptop, not my iPad.. I will need a second cord for that.
","Reviewed in the United States on August 19, 2022",Verified Purchase,https://m.media-amazon.com/images/I/61VTJy+hJsL._SY88.jpg,1,0.24666666666666667,"easy, camera",1,0
120,Samuel Shehan,4.0,Camera good!,"
The Camera good! only couple scratches, one scratch on screen camera. Some scratches on lens.
","Reviewed in the United States on August 18, 2023",Verified Purchase,,1,0.4375,,0,0
111,Nat373,4.0,Nice and relatively easy to use,"
For some very nice pictures really quickly but it takes time to figure out all what the camera does. Also challenging to change the objectives or settings while taking lots of different photos. A certainly a bit heavier than a phone. But overall I am very happy especially for the zoom and the motion pictures.
","Reviewed in the United States on August 15, 2023",Verified Purchase,,1,0.35345238095238096,,0,0
255,Thomas S. Yong,1.0,Memory card missing from the package.,"
The package did not have the memory card.
","Reviewed in the United States on August 14, 2023",Verified Purchase,,0,0.0,,0,0
